Abstract,predict
Fixing grammar issues and typos in description,0
Fixing grammar issues and typos in description,0
"Merge pull request #22 from FizzBuzzCoder/GrammarEnhancements

Some grammatical enhancements to README",0
Merge branch 'master' into GrammarEnhancements,0
"Merge pull request #21 from cfreksen/pydot-requirements

Add pydot to requirements.txt",0
"Merge pull request #19 from cfreksen/readme-pep8

Fix styling issues in the readme",0
Some grammatical enhancements to README,0
"Add pydot to requirements.txt

Signed-off-by: cfreksen <casper@freksen.dk>",0
"Delete trailing whitespace in readme

Signed-off-by: cfreksen <casper@freksen.dk>",0
"Make python code in readme follow PEP 8 guidelines

Signed-off-by: cfreksen <casper@freksen.dk>",0
"Merge pull request #18 from julienc91/sklearn

Missing sklearn dependency",0
"Merge pull request #17 from parthsharma2/patch-1

Make examples PEP8 compliant.",0
missing sklearn dependency,0
"Make examples PEP8 compliant.

Add space around the assignment operator in the examples.",0
added links in the docs,0
more description for simple example,0
added example for loading graphs using gml or dot,0
"Merge pull request #16 from moritzgloeckl/patch-1

Fixed spelling mistakes",0
Fixed spelling mistakes,0
"Merge pull request #15 from 6ug/flake8

Fixed flake8 warnings & errors",0
"Fixed flake8 warnings & errors

* Reduced errors and warning from 130 to 121
* TODO: Remaning errors are of `line too long`",1
"Merge pull request #14 from kazigk/master

Add and use requirements.txt",0
"Merge pull request #13 from stutibiyani/patch-1

Update setup.py--added Python 3.7 as supported language.",0
Simplify,0
Make setup.py use requirements.txt,0
Update README.rst,0
Add requirements.txt,0
"Update setup.py

Python version update added",0
Update README.rst,0
updated readme installation code,0
updated readme,0
updated notebooks to include image refresh,0
added support for both dot and gml formats,0
"Merge pull request #9 from eisber/master

Syntax highlighting for code samples",0
Update README.rst,0
Update README.rst,0
tested matplotlib plotting,0
renamed confounder example to have clean ipynb extn,0
minor fixes to plotting graph,0
"removed dependency on pygraphviz, falls back to matplotlib",0
added lalonde ipw estimate,0
fixed normalization for ipw weights,0
"Merge pull request #6 from nicolasvo/master

fix typo",0
fix typo,0
"Merge pull request #4 from hgrif/missing-init

Add missing __init__.py",0
Add missing __init__.py,0
"Merge pull request #3 from hgrif/flake8-errors

Fix flake8 warnings & errors",0
Fix flake8 warnings & errors,0
added init for data transformers,0
added init file for utils,0
updates to readme,0
divided code sample into two parts,0
updated install instructions,0
minor change to code example and added link to more examples,0
updated code example in readme,0
"Merge pull request #1 from cclauss/patch-1

Syntax Error: missing comma between function parameters",0
"Syntax Error: missing comma between function parameters


flake8 testing of https://github.com/Microsoft/dowhy on Python 3.6.3

$ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__
```
./setup.py:47:20: E999 SyntaxError: invalid syntax
 install_requires=['numpy', 'scikit-learn', 'matplotlib', 'scipy', 
 ^
1 E999 SyntaxError: invalid syntax
1
```",0
removed image link,0
fixing github rendering,0
fixing github rendering,0
fixed minor error in readme,0
updated readme,0
updated readme formatting,0
added data transformers code and documentation source,0
added initial code,0
fixed minor typo in readme,0
updated readme image links,0
added README,0
Initial commit,0
Initial commit,0
Initial commit,0
"Bumping up version number and updating docs in prep for release (#143)

* added cate estimator to causal estimator and one specific estiamtor for linear regression

* Started with a better error message for estimators that do not support CATE as yet, but then generalized to add error messages for when any specific method is not implemented for an estimator.

* added docstrings for the new functionality

* added a warning if effect modifiers provided are extra from the ones specified before, and fixed a bug for discrete variables

* updated files in prep for release of v0.4",0
"Add a convenience function to estimate CATE from any estimator. Implemented CATE methods for linearregression as an example. (#141)

* added cate estimator to causal estimator and one specific estiamtor for linear regression

* Started with a better error message for estimators that do not support CATE as yet, but then generalized to add error messages for when any specific method is not implemented for an estimator.

* added docstrings for the new functionality

* added a warning if effect modifiers provided are extra from the ones specified before, and fixed a bug for discrete variables",0
"fix networkx graph issues (#142)

Fix the missing arrows in the directed graph by increasing arrow size and change node color
Project: https://github.com/microsoft/dowhy/projects/4#card-29982754",0
updated azure pipelines tests--remove py35 and add 38 (#140),0
"Refactor causal_estimator to include standard error and allow repeated calls for CI, std error and test significance (#138)

* adding std error and flexible call for confidence intervals after estimate_effect
* updated causal estimator with significance, std error and ci methods that can be overridden by child estimators
* added specific confidence intervals, std errors and significance tests for linearregression
* added tests for ci, std error and sig tests for regression and propensity based methods
* Bug fix: updated refuters to remove deepcopy operation that was leading to an error since estimate object now contains reference to estimator
* added documentation",0
